hip	simbad_id	ra_deg	dec_deg	v_mag
102208	*  76 Dra	310.646817	82.531157	5.75
102216	HD 197734	310.665359	60.601318	6.16
102230	HD 197093	310.720673	-39.558831	6.289
102253	*   4 Cep	310.795921	66.657447	5.6
102258	V* V379 Cep	310.807015	57.113992	6.334
102276	V* X Cyg	310.850799	35.587799	6.47
102281	* del Del	310.864723	15.074579	4.417
102333	* eta Ind	311.009725	-51.920970	4.495
102358	V* V414 Cep	311.091882	56.488405	5.95
102370	HD 198236	311.137627	69.751812	6.48
102388	*  30 Vul	311.218803	25.270630	4.91
102395	* bet Pav	311.239557	-66.203212	3.408
102414	HD 197540	311.304668	-27.247280	6.492
102422	* eta Cep	311.322397	61.838782	3.41
102431	* ups Cep	311.338039	57.579717	4.51
102440	V* U Del	311.367649	18.090038	6.38
102453	*  52 Cyg	311.415638	30.719715	4.23
102485	* psi Cap	311.523887	-25.270898	4.122
102487	*  17 Cap	311.541617	-21.514036	5.902
102488	* eps Cyg	311.552801	33.970328	2.48
102496	HD 197649	311.577527	-36.120153	6.481
102497	HD 197630	311.583616	-39.199266	5.47
102499	HD 198181	311.588353	52.995299	6.341
102530	HD 198151	311.660804	46.531690	6.303
102531	* gam01 Del	311.661921	16.124128	4.96
102532	* gam02 Del	311.664583	16.124294	4.25
102561	HD 197954	311.764840	-2.486909	6.26
102571	V* T Cyg	311.794801	34.374123	4.93
102585	HD 198237	311.836534	45.579934	6.411
102589	* lam Cyg	311.852240	36.490715	4.54
102599	HD 199437	311.889396	80.552260	5.371
102618	* eps Aqr	311.918957	-9.495777	3.77
102624	* k Aqr	311.934327	-5.027701	4.44
102631	HD 198070	311.949495	3.306467	6.4
102633	*  13 Del	311.951388	6.008209	5.64
102635	HD 198345	311.955360	47.831868	5.586
102670	HD 197900	312.076816	-44.196833	6.477
102693	* iot Mic	312.121470	-43.988484	5.1
102724	*  55 Cyg	312.234548	46.114134	4.86
102770	V* IQ Aqr	312.321824	-0.563337	6.36
102771	HD 198781	312.322462	64.042259	6.451
102772	HD 198174	312.323388	-25.781244	5.849
102773	* sig Pav	312.325715	-68.776521	5.407
102780	HD 198208	312.335596	-18.035856	6.193
102790	* zet Ind	312.370677	-46.226827	4.882
102805	*  15 Del	312.407364	12.545127	5.991
102819	*  14 Del	312.451085	7.864187	6.318
102827	HD 198625	312.477675	46.661337	6.333
102831	* alf Mic	312.492004	-33.779704	4.89
102833	HD 198404	312.496219	5.544586	6.188
102891	HD 198431	312.674070	-12.544902	5.872
102901	HD 198356	312.696452	-32.054605	6.405
102916	HD 198357	312.753159	-37.913331	5.5
102945	*   4 Aqr	312.857284	-5.626631	6.07
102949	V* T Vul	312.867660	28.250505	5.77
102950	* iot Ind	312.875212	-51.608179	5.044
102962	CD-62  1338	312.910453	-62.429328	5.65
102978	* ome Cap	312.955377	-26.919135	4.12
102989	* bet Mic	312.994841	-33.177974	6.055
102993	HD 198820	313.001622	32.848897	6.44
103004	*  31 Vul	313.032043	27.096944	4.568
103005	*   5 Aqr	313.036224	-5.507058	5.554
103045	* mu. Aqr	313.163462	-8.983327	4.72
103077	HD 198802	313.273325	-11.573654	6.389
103079	HD 198976	313.280698	29.649099	6.355
103089	*  57 Cyg	313.311495	44.387263	4.77
103094	HD 199098	313.327371	45.181681	5.462
103103	HD 198751	313.354003	-30.718953	6.342
103127	HD 198716	313.417439	-39.809864	5.334
103145	HD 199101	313.474549	33.437893	5.47
103154	HD 198949	313.493279	-6.889459	6.434
103168	V* BY Mic	313.527371	-27.925237	6.409
103200	*  32 Vul	313.640163	28.057624	5.01
103206	HD 198766	313.646282	-50.727343	6.219
103219	HD 200039	313.684797	75.925573	5.988
103226	*  19 Cap	313.699235	-17.922895	5.782
103227	* bet Ind	313.702492	-58.454145	3.65
103294	*  17 Del	313.902871	13.721536	5.182
103298	*  16 Del	313.910708	12.568577	5.54
103301	HD 199223	313.919492	4.532721	6.05
103312	HD 199478	313.957517	47.417657	5.64
103346	HD 199661	314.070882	56.887518	6.218
103359	HD 199611	314.106156	50.728597	5.82
103360	HD 199612	314.107898	49.195831	5.913
103371	HD 199579	314.144908	44.924722	5.96
103389	HD 199260	314.197215	-26.296378	5.7
103401	*   7 Aqr	314.225111	-9.697542	5.48
103413	* nu. Cyg	314.293411	41.167131	3.94
103414	HD 199442	314.294073	0.463780	6.047
103460	HD 199443	314.419354	-16.031539	5.869
103511	*  33 Vul	314.568128	22.325907	5.288
103519	HD 199870	314.581110	44.471706	5.547
103527	*  18 Del	314.608056	10.839286	5.506
103530	HD 199955	314.625141	50.461789	5.9
103532	HD 199892	314.628975	41.939925	6.156
103545	V* DV Aqr	314.674333	-14.483125	5.963
103596	HD 200030	314.852581	42.324464	6.465
103598	HD 200205	314.855770	59.438600	5.526
103616	*  20 Cap	314.900582	-19.035279	6.25
103632	* f01 Cyg	314.956476	47.520934	4.75
103646	HD 199684	314.998719	-36.129638	6.096
103652	HD 199942	315.016624	7.516188	5.995
103673	HD 199623	315.089512	-51.265313	5.761
103675	HD 200044	315.115368	19.329581	5.702
103682	*  11 Aqr	315.141003	-4.730260	6.192
103693	HD 199642	315.180927	-53.739069	6.26
103703	*  21 Cap	315.215691	-17.530895	6.05
103732	*  60 Cyg	315.295532	46.155776	5.432
103734	HD 200253	315.303603	36.026012	5.997
103738	* gam Mic	315.322785	-32.257730	4.654
103752	HD 199475	315.366742	-68.209608	6.36
103777	HD 200052	315.438664	-26.880998	6.037
103822	HD 200465	315.587325	39.509033	6.44
103828	V* V1981 Cyg	315.600832	44.790979	6.23
103836	HD 200073	315.613189	-38.530970	5.94
103871	HD 200595	315.702581	45.848891	6.486
103882	* zet Mic	315.741471	-38.631444	5.305
103889	HD 200340	315.748445	-0.924745	6.488
103891	HD 200430	315.757478	14.730027	6.329
103894	HD 200577	315.770165	38.657414	6.097
103902	HD 200245	315.792456	-27.731592	6.26
103929	HD 200740	315.858709	50.351915	6.364
103949	HD 200753	315.931111	46.863137	6.31
103956	HD 200817	315.948427	53.285912	5.918
103963	HD 200723	315.967232	41.628175	6.324
104019	* eta Cap	316.101237	-19.855092	4.84
104031	*   3 Equ	316.144382	5.502864	5.585
104041	HD 200661	316.173502	2.942274	6.413
104043	* alf Oct	316.179428	-77.023768	5.15
104048	HD 200663	316.189065	2.269779	6.349
104060	* ksi Cyg	316.232750	43.927853	3.73
104085	* mu. Ind	316.309370	-54.727042	5.163
104105	*  77 Dra	316.371940	78.126391	5.907
104139	* tet Cap	316.486785	-17.232863	4.07
104148	* del Mic	316.504742	-30.125145	5.687
104171	HD 201636	316.597091	71.431798	5.877
104172	HD 201051	316.597833	26.924361	6.13
104174	*   2 PsA	316.602822	-32.341619	5.196
104177	* eta Mic	316.606333	-41.385964	5.505
104185	V* DT Cyg	316.626018	31.184656	5.82
104194	* f02 Cyg	316.650389	47.648403	4.514
104202	HD 200964	316.666009	3.803119	6.487
104214	*  61 Cyg A	316.724748	38.749417	5.21
104217	*  61 Cyg B	316.730266	38.742044	6.03
104234	*  24 Cap	316.781951	-25.005853	4.5
104281	HD 201196	316.890182	15.658658	6.26
104296	HD 200887	316.935553	-45.379456	6.44
104297	HD 201057	316.936226	-17.455901	6.17
104357	HD 201298	317.117245	6.989360	6.18
104364	HD 200751	317.136231	-63.928260	5.75
104365	* chi Cap	317.140104	-21.193671	5.316
104382	* sig Oct	317.195265	-88.956500	5.42
104440	HD 200525	317.343607	-73.172817	5.67
104441	HD 201242	317.343013	-36.705864	6.46
104452	*  27 Cap	317.387497	-20.556661	6.242
104459	* nu. Aqr	317.398535	-11.371690	4.52
104481	HD 201507	317.492769	2.943697	6.43
104516	HD 201834	317.564889	53.563101	5.747
104521	* gam Equ	317.585417	10.131581	4.68
104538	*   6 Equ	317.630484	10.048913	6.057
104557	HD 201567	317.695582	-9.354074	6.267
104597	HD 200924	317.837234	-72.544356	6.186
104634	V* EW Aqr	317.922243	-14.472377	6.445
104680	HD 201647	318.057137	-40.269361	5.83
104732	* zet Cyg	318.234108	30.226899	3.21
104738	HD 201772	318.262784	-39.424919	5.26
104750	*   3 PsA	318.322197	-27.619364	5.388
104752	HD 201852	318.329006	-36.423528	5.954
104755	* omi Pav	318.335434	-70.126255	5.071
104756	HD 203501	318.339936	81.230970	6.12
104765	HD 202240	318.360106	36.633261	6.071
104771	HD 202128	318.369953	15.982422	6.252
104788	HD 202582	318.427011	64.403953	6.39
104822	HD 202314	318.542850	29.900961	6.166
104858	* del Equ	318.620064	10.006979	4.49
104872	HD 202259	318.654371	0.092256	6.39
104887	* tau Cyg	318.697886	38.045318	3.73
104914	HD 202261	318.777574	-17.345179	6.037
104925	HD 202135	318.809950	-40.506064	6.212
104962	HD 202654	318.904909	47.973996	6.441
104963	* phi Cap	318.907915	-20.651695	5.152
104968	HD 203399	318.926868	77.012297	5.898
104974	*  29 Cap	318.936843	-15.171501	5.317
104978	HD 202103	318.941096	-53.263089	5.719
104980	HD 202287	318.944937	-36.210709	6.14
104987	* alf Equ	318.955988	5.247892	3.933
105017	HD 202710	319.071371	44.238231	6.37
105019	*  14 Aqr	319.074056	-9.214665	6.46
105034	HD 202720	319.123411	42.251790	6.21
105046	HD 202554	319.164464	-1.607768	6.479
105064	HD 202923	319.258553	53.997693	6.13
105079	HD 202606	319.306396	-13.278972	6.402
105080	HD 202987	319.309364	55.798002	5.975
105091	HD 203025	319.328287	58.611484	6.425
105101	HD 202862	319.346594	42.683572	6.159
105102	* sig Cyg	319.353968	39.394680	4.24
105138	* ups Cyg	319.479524	34.896896	4.42
105140	* eps Mic	319.484525	-32.172548	4.708
105143	*  30 Cap	319.488694	-17.985139	5.383
105148	HD 202299	319.502040	-64.681580	6.313
105164	*  15 Aqr	319.546136	-4.519480	5.812
105186	*  68 Cyg	319.613276	43.945944	5.0
105193	V* V422 Cep	319.635104	61.184396	6.49
105199	* alf Cep	319.644885	62.585574	2.46
105224	HD 202951	319.716779	11.203381	5.951
105228	HD 202773	319.725748	-28.765819	6.4
105229	HD 203096	319.730539	41.040519	6.15
105259	HD 203338	319.815355	58.623507	5.75
105268	*   6 Cep	319.842587	64.871857	5.18
105269	V* V1334 Cyg	319.842413	38.237464	5.882
105282	HD 203245	319.869794	49.510295	5.74
105319	* tet Ind	319.966623	-53.449426	4.483
105334	V* T Ind	320.039515	-45.021891	6.0
105344	HD 203206	320.058661	22.026178	6.282
105370	HD 203574	320.139363	60.756408	6.104
105382	* tet01 Mic	320.190081	-40.809617	4.82
105390	HD 203358	320.208555	32.452217	5.68
105412	*  16 Aqr	320.267997	-4.560125	5.848
105413	*   9 Equ	320.270108	7.354504	5.798
105425	HD 203010	320.319169	-49.938248	6.38
105432	HD 203439	320.341406	32.612736	6.037
105497	HD 203644	320.501742	49.388847	5.671
105502	*   1 Peg	320.521665	19.804510	4.09
105515	* iot Cap	320.561650	-16.834544	4.27
105558	HD 203630	320.675242	30.309883	6.06
105570	* bet Equ	320.723389	6.811140	5.148
105574	*  17 Aqr	320.734410	-9.319328	5.965
105576	HD 203475	320.752061	-22.669047	5.6
105637	HD 203857	320.951618	37.351478	6.43
105646	HD 203607	320.982896	-25.202484	6.47
105652	HD 203803	320.995110	24.274136	5.688
105660	HD 203858	321.031039	25.312429	6.19
105662	HD 203639	321.033040	-22.747083	6.373
105665	*  33 Cap	321.039972	-20.851870	5.366
105668	*  18 Aqr	321.047883	-12.878109	5.476
105678	V* Y Pav	321.069791	-69.733878	6.41
105685	HD 203548	321.086849	-46.614706	6.293
105689	HD 203886	321.096392	24.528392	6.339
105695	HD 203842	321.102349	10.174222	6.317
105696	* tet02 Mic	321.103408	-41.006695	5.775
105703	HD 203925	321.141689	26.174559	5.658
105727	HD 205072	321.206466	80.524825	5.965
105729	*  20 Aqr	321.215313	-3.398356	6.375
105761	*  19 Aqr	321.304262	-9.748557	5.713
105767	*  21 Aqr	321.320657	-3.556746	5.469
105768	HD 203212	321.325194	-71.799059	6.09
105769	HD 204153	321.331454	46.714341	5.58
105811	*  69 Cyg	321.445938	36.667384	5.94
105819	HD 204041	321.464937	0.534343	6.45
105841	* gam Ind	321.564330	-54.660459	6.082
105854	HD 203949	321.595310	-37.829431	5.62
105858	* gam Pav	321.610854	-65.366198	4.22
105860	V* IK Peg	321.611088	19.375642	6.064
105881	* zet Cap	321.666794	-22.411320	3.74
105891	HD 204428	321.687374	52.898536	5.987
105898	HD 204411	321.715091	48.835167	5.31
105928	*  35 Cap	321.811757	-21.196214	5.76
105942	*  70 Cyg	321.839025	37.116796	5.293
105949	V* V426 Cep	321.855320	59.750077	6.129
105966	*  35 Vul	321.916907	27.608594	5.379
105972	*   7 Cep	321.942258	66.809097	5.41
106021	HD 204445	322.103492	8.195648	6.41
106032	* bet Cep	322.164987	70.560715	3.23
106039	* b Cap	322.180836	-21.807180	4.5
106044	V* SX Pav	322.187189	-69.505384	5.62
106052	HD 204754	322.219746	55.418708	6.127
106062	V* NV Peg	322.249053	22.179439	5.95
106064	HD 204560	322.249658	17.905912	6.401
106065	HD 204228	322.250611	-53.705912	6.38
106067	*   5 PsA	322.265589	-31.238560	6.5
106093	* g Cyg	322.362291	46.540586	5.217
106103	HD 204603	322.393732	6.581378	6.41
106140	*   2 Peg	322.487060	23.638840	4.509
106171	HD 204965	322.584711	52.957996	6.007
106227	HD 205139	322.747049	60.459432	5.522
106243	HD 204862	322.790122	12.137476	6.093
106267	BD+51  3079	322.864457	52.619865	6.18
106278	* bet Aqr	322.889717	-5.571175	2.89
106306	HD 205011	322.958936	23.845163	6.42
106320	HD 202418	323.012769	-84.810069	6.404
106327	* ksi Gru	323.024483	-41.179310	5.286
106340	*   6 PsA	323.060707	-33.944626	5.958
106363	HD 204943	323.138591	-24.590418	6.428
106393	HD 205314	323.235800	49.977633	5.755
106419	HD 204873	323.323386	-52.737773	6.404
106420	HD 205349	323.324519	45.854015	6.209
106424	HD 203955	323.338110	-80.039360	6.466
106429	HD 204960	323.347978	-44.848705	5.563
106474	HD 203532	323.477394	-82.683085	6.38
106481	* rho Cyg	323.495221	45.591839	4.02
106500	HD 205096	323.571489	-42.924680	6.324
106518	HD 205551	323.614431	51.698467	6.163
106527	HD 205420	323.641561	22.754522	6.451
106550	HD 205422	323.691298	18.328932	6.47
106551	*  72 Cyg	323.694112	38.534067	4.91
106559	*  37 Cap	323.712718	-20.084261	5.696
106564	HD 205265	323.720841	-29.696118	6.42
106590	HD 205342	323.816486	-23.454314	6.382
106592	HD 205423	323.823419	-3.983305	5.778
106595	HD 205539	323.829652	28.197607	6.31
106604	V* V431 Cep	323.858065	68.219292	6.45
106605	HD 205541	323.862655	24.452160	6.22
106642	V* W Cyg	324.010406	45.374590	5.38
106654	*   8 PsA	324.045724	-26.171516	5.725
106661	HD 205688	324.058257	30.055421	6.26
106703	*   7 PsA	324.203337	-33.047896	6.099
106711	*  74 Cyg	324.237397	40.413526	5.035
106723	* eps Cap	324.270130	-19.466011	4.55
106752	HD 205939	324.366142	44.696549	6.2
106758	HD 205765	324.390678	-0.390562	6.214
106771	HD 206040	324.411730	54.042197	6.159
106783	*   3 Peg	324.431858	6.618391	6.177
106786	* ksi Aqr	324.437957	-7.854202	4.69
106787	*   5 Peg	324.439292	19.318609	5.448
106801	*   9 Cep	324.480101	62.081942	4.73
106818	HD 205417	324.511868	-64.824167	6.206
106856	*   4 Peg	324.633085	5.771745	5.656
106872	HD 206027	324.688190	25.498777	6.197
106881	HD 204904	324.734917	-79.442583	6.17
106886	HD 206267	324.740082	57.489043	5.62
106897	V* NZ Peg	324.754953	20.265451	5.762
106907	HD 205872	324.775482	-33.678853	6.277
106938	HD 206005	324.867106	-10.576872	6.07
106944	* d Aqr	324.888613	2.243561	5.1
106978	HD 205877	324.998824	-52.359000	6.202
106985	* gam Cap	325.022689	-16.662371	3.67
106999	*  75 Cyg	325.046292	43.273838	5.086
107030	HD 205935	325.140463	-55.737979	6.328
107041	HD 206509	325.180447	54.872155	6.15
107089	* nu. Oct	325.368925	-77.390009	3.728
107095	*  42 Cap	325.386912	-14.047612	5.18
107097	*  76 Cyg	325.392731	40.805220	6.075
107112	HD 206291	325.442562	-25.101515	6.498
107128	*  41 Cap	325.502905	-23.262857	5.24
107129	V* V460 Cyg	325.504513	35.510200	5.84
107136	* pi.01 Cyg	325.523586	51.189628	4.66
107140	V* V1339 Cyg	325.534807	45.765698	6.23
107144	*  26 Aqr	325.542136	1.285254	5.641
107151	*   7 Peg	325.564380	5.680139	5.301
107162	*  77 Cyg	325.595662	41.077020	5.726
107173	HD 206540	325.637335	10.824316	6.051
107186	HD 206731	325.661708	49.600247	6.089
107188	* kap Cap	325.664617	-18.866321	4.726
107197	HD 206842	325.689023	59.270843	6.088
107230	*  78 Dra	325.766847	72.320086	5.173
107232	*  44 Cap	325.768321	-14.399710	5.879
107235	HD 206749	325.776964	41.154973	5.505
107238	HD 206546	325.806389	-19.620962	6.209
107253	*  79 Cyg	325.856885	38.283591	5.695
107259	* mu. Cep	325.876915	58.780046	4.08
107271	HD 206689	325.915704	7.528657	6.47
107297	HD 206793	325.992111	22.815317	6.42
107299	HD 206429	325.995962	-57.325248	6.482
107302	*  45 Cap	326.004017	-14.749372	5.949
107310	* mu. Cyg	326.035740	28.742627	4.49
107315	* eps Peg	326.046484	9.875009	2.39
107344	HD 206642	326.122801	-38.552528	6.283
107348	*   9 Peg	326.127899	17.350017	4.35
107354	* kap Peg	326.161397	25.645038	4.135
107374	HD 207198	326.221996	62.460569	5.94
107380	* iot PsA	326.236707	-33.025782	4.34
107382	* c Cap	326.251061	-9.082428	5.079
107398	HD 207119	326.301662	52.267576	6.369
107409	HD 206690	326.328066	-49.498760	6.462
107418	* nu. Cep	326.362188	61.120806	4.29
107423	HD 206399	326.370120	-71.008850	6.011
107445	HD 207088	326.435469	35.857309	6.43
107472	*  12 Peg	326.518181	22.948879	5.266
107487	*  47 Cap	326.567789	-9.275935	6.0
107517	* lam Cap	326.633738	-11.365955	5.567
107533	* pi.02 Cyg	326.698374	49.309571	4.18
107555	HD 207636	326.753540	70.150882	6.45
107556	* del Cap	326.760184	-16.127287	2.83
107558	V* V372 Peg	326.769834	17.194041	6.174
107575	*  11 Peg	326.808175	2.686123	5.624
107586	*  12 Cep	326.855397	60.692689	5.514
107596	HD 207235	326.909328	-5.916808	6.168
107608	* tet PsA	326.933958	-30.898306	5.017
107637	HD 207446	327.034976	36.580388	6.26
107649	HD 207129	327.065630	-47.303616	5.58
107664	HD 207516	327.122310	38.648586	6.091
107710	HD 207826	327.283648	66.792037	6.48
107723	HD 207780	327.329211	61.272761	6.17
107734	HD 207563	327.361944	20.462445	6.267
107749	HD 207673	327.417059	41.148787	6.48
107750	HD 207503	327.420897	-12.722881	6.298
107763	*  14 Peg	327.461227	30.174212	5.069
107773	HD 207229	327.500516	-64.712538	5.62
107788	*  13 Peg	327.536070	17.285695	5.336
107797	HD 207552	327.554090	-16.844911	6.38
107835	* omi Ind	327.696563	-69.629374	5.505
107843	* lam Oct	327.727348	-82.718901	5.29
107856	V* V1619 Cyg	327.770753	39.536658	6.193
107887	HD 207840	327.892703	19.826682	5.768
107893	BD+65  1664	327.905190	65.752713	6.38
107901	HD 207760	327.923946	-18.622939	6.16
107929	HD 208063	328.001894	55.791979	6.419
107930	HD 208095	328.004331	55.796750	5.657
107952	HD 208742	328.054187	79.551774	6.48
107956	V* HO Peg	328.075765	21.273162	6.33
107975	*  15 Peg	328.124653	28.793542	5.53
108022	*  16 Peg	328.265703	25.925136	5.081
108036	* mu. Cap	328.324044	-13.551769	5.08
108060	HD 208108	328.405786	19.668467	5.676
108085	* gam Gru	328.482151	-37.364872	3.01
108090	HD 208110	328.490691	6.864805	6.143
108102	HD 208111	328.543220	-4.276176	5.704
108119	HD 208202	328.572574	19.718123	6.341
108144	HD 208177	328.649644	-3.301273	6.23
108165	*  13 Cep	328.721475	56.611226	5.8
108195	HD 207964	328.797476	-61.886610	5.96
108209	HD 208606	328.835812	61.541812	6.125
108226	HD 208682	328.879166	65.320809	5.86
108259	HD 208285	328.981828	-30.605921	6.414
108268	HD 208184	329.014357	-52.463758	6.49
108281	* pi. Ind	329.058568	-57.899588	6.168
108294	HD 208321	329.094878	-37.253655	5.443
108296	HD 208527	329.099935	21.239859	6.37
108317	V* VV Cep	329.163090	63.625550	4.9
108339	*  17 Peg	329.234885	12.076494	5.533
108347	V* BZ Gru	329.258958	-37.746845	6.168
108364	HD 208947	329.296254	66.156154	6.394
108420	HD 209258	329.462719	74.996715	6.34
108431	* del Ind	329.479620	-54.992598	4.39
108453	HD 208703	329.555451	-5.424921	6.331
108478	* kap01 Ind	329.625330	-59.012145	6.141
108494	V* BW Cap	329.682475	-21.182932	6.11
108505	HD 209112	329.723014	62.697988	5.979
108506	HD 208801	329.729106	-4.373109	6.22
108543	HD 208737	329.824633	-38.395095	5.495
108612	*  18 Peg	330.033021	6.717447	6.0
108626	HD 208796	330.101034	-55.883487	6.004
108632	HD 209149	330.111250	33.005927	6.47
108691	*  28 Aqr	330.270897	0.604718	5.597
108693	*  20 Peg	330.272296	13.119838	5.599
108699	*  19 Peg	330.288476	8.257166	5.633
108758	HD 209419	330.460778	52.882250	5.776
108759	HD 208500	330.469226	-77.662542	6.389
108766	HD 209288	330.505731	10.973809	6.367
108772	*  14 Cep	330.519053	58.000364	5.542
108784	HD 209240	330.549399	-17.903473	6.283
108845	HD 209515	330.736086	44.649861	5.596
108849	HD 208741	330.765928	-76.118459	5.926
108868	*  30 Aqr	330.818576	-6.522407	5.543
108870	* eps Ind	330.840223	-56.785979	4.69
108874	* omi Aqr	330.828517	-2.155365	4.69
108875	*  21 Peg	330.829303	11.386548	5.822
108917	* ksi Cep	330.947729	64.627976	4.29
108924	*  18 Cep	330.970738	63.119921	5.3
108952	*  13 PsA	331.099317	-29.916532	6.46
108969	HD 209693	331.143823	32.941746	6.37
108975	HD 209522	331.153193	-26.822360	5.953
108991	*  32 Aqr	331.197593	-0.906344	5.271
109005	*  20 Cep	331.252078	62.785671	5.265
109009	HD 209709	331.264422	14.815934	6.42
109017	*  19 Cep	331.286624	62.279815	5.11
109023	HD 209761	331.297227	26.673690	5.744
109033	V* HT Lac	331.318746	46.744835	6.13
109056	*  23 Peg	331.394477	28.963980	5.7
109068	* nu. Peg	331.419796	5.058530	4.84
109074	* alf Aqr	331.445981	-0.319851	2.94
109079	HD 209932	331.460206	45.112501	6.494
109081	* kap02 Ind	331.462567	-59.636072	5.607
